squareMeters,longitude,poiCount
0.32,0.7555556292497532,0.10576923076923078
0.296,0.7595893512824954,0.10096153846153846
0.23199999999999998,0.5157115107738026,0.04326923076923077
0.22399999999999998,0.5680589133268377,0.05288461538461539
0.296,0.6205978252448456,0.004807692307692308
0.09599999999999997,0.7457784421944973,0.07692307692307693
0.06007999999999997,0.28547304975564747,0.11538461538461539
0.16799999999999998,0.2890145413072718,0.057692307692307696
0.532,0.7563789713175637,0.0
0.10399999999999998,0.47273762895666604,0.13461538461538464
0.4792,0.2802210650581458,0.057692307692307696
0.45064,0.3041692155488378,0.004807692307692308
0.21600000000000003,0.2760274865888157,0.019230769230769232
0.021999999999999992,0.6308809765843233,0.03365384615384616
0.2232,0.6280460726211718,0.1201923076923077
0.2288,0.7509346218941635,0.1201923076923077
0.12,0.7343339874519239,0.05288461538461539
0.32,0.4793576308057552,0.038461538461538464
0.36832000000000004,0.2731082358049395,0.004807692307692308
0.336,0.6257488910754467,0.07211538461538462
0.2808,0.7466189372220542,0.08653846153846154
0.15999999999999998,0.5665620317063313,0.04326923076923077
0.17592000000000002,0.4092442331606396,0.04807692307692308
0.21600000000000003,0.5712413591250571,0.2451923076923077
0.1392,0.7484660136687362,0.0625
0.12207999999999997,0.4629981784128516,0.019230769230769232
0.412,0.4048061907090077,0.39903846153846156
0.41536,0.7530764548011224,0.03365384615384616
0.428,0.280010917287113,0.028846153846153848
0.36000000000000004,0.2856331440466109,0.04807692307692308
0.14400000000000002,0.6374863824081991,0.13461538461538464
0.21039999999999998,0.6269633091901612,0.4519230769230769
0.184,0.29202529741373984,0.125
0.17519999999999997,0.41082364338813737,0.06730769230769232
0.3472,0.6266129313990818,0.6778846153846154
0.39999999999999997,0.2894334966314158,0.07211538461538462
0.16799999999999998,0.740320050214718,0.16346153846153846
0.054400000000000004,0.999055452831562,0.004807692307692308
0.34400000000000003,0.2820276490845208,0.019230769230769232
0.23199999999999998,0.5642664659694139,0.1201923076923077
0.55776,0.5713032813097405,0.21634615384615385
0.192,0.2861898490728223,0.028846153846153848
0.13888,0.4728325420005943,0.009615384615384616
0.32239999999999996,0.9222662799169774,0.07211538461538462
0.36800000000000005,0.5217264819914218,0.46634615384615385
0.25439999999999996,0.2963182944377585,0.03365384615384616
0.44,0.7733601727600365,0.0
0.007199999999999984,0.7433072724604142,0.028846153846153848
0.202,0.7452416128745083,0.11538461538461539
0.6000000000000001,0.40545228552610957,0.25961538461538464
0.09360000000000002,0.7577500645665991,0.11538461538461539
0.20400000000000001,0.6266597704144947,0.6153846153846154
0.5472000000000001,0.2923406031197917,0.019230769230769232
0.2816,0.4698960524921738,0.028846153846153848
0.48088000000000003,0.5251214608547332,0.014423076923076924
0.13607999999999998,0.00973350418443597,0.019230769230769232
0.10999999999999999,0.531025673235088,0.08173076923076923
0.37120000000000003,0.7401221851063939,0.13461538461538464
0.08560000000000001,0.48102022145271506,0.028846153846153848
0.25839999999999996,0.7647873521850841,0.009615384615384616
0.12495999999999996,0.2925809160858339,0.10576923076923078
0.8232000000000002,0.47479712765684323,0.1875
0.2816,0.2958288861902836,0.028846153846153848
0.27999999999999997,0.766210990667475,0.028846153846153848
0.1768,0.27882106221075453,0.014423076923076924
0.13239999999999996,0.29949273552142963,0.009615384615384616
0.736,0.6281130560725112,0.028846153846153848
0.0,0.5640707815740391,0.014423076923076924
0.5047999999999999,0.46910577561309963,0.04807692307692308
0.064,0.6351945628776907,0.04807692307692308
0.19888,0.5713032813097405,0.21634615384615385
0.74672,0.7521364726070379,0.02403846153846154
0.176,0.2940232284237352,0.6875
0.21600000000000003,0.4648930086994667,0.0
0.5680000000000001,0.7555556292497532,0.10576923076923078
0.5327200000000001,0.7375976239262749,0.04326923076923077
0.14400000000000002,0.7416407023267932,0.038461538461538464
0.172,0.2930551382462805,0.23076923076923078
0.30639999999999995,0.01263807203476941,0.04807692307692308
0.37664000000000003,0.6313602211313827,0.02403846153846154
0.35200000000000004,0.46108505163584046,0.0
0.19439999999999996,0.743617169266493,0.08173076923076923
0.256,0.7358903326662165,0.11057692307692309
0.9040000000000001,0.6277706532641825,0.004807692307692308
0.19239999999999996,0.862379070919084,0.46634615384615385
0.18016000000000004,0.28265996435729335,0.019230769230769232
0.17431999999999997,0.010697843581359612,0.22596153846153846
0.055999999999999994,0.7395547651979941,0.04326923076923077
0.30160000000000003,0.285751638979598,0.028846153846153848
0.128,0.7477899126073855,0.08173076923076923
0.18439999999999995,0.6321633204196326,0.009615384615384616
0.312,0.4668838955606598,0.08173076923076923
0.14423999999999998,0.6249521197672137,0.028846153846153848
0.2988,0.46691934501080135,0.0625
0.3664,0.2859084147446158,0.028846153846153848
0.536,0.6252886771654598,0.5913461538461539
0.30776,0.635110450480749,0.10096153846153846
0.14592,0.7427118932276284,0.07692307692307693
0.07200000000000001,0.29333535423297596,0.2884615384615385
0.248,0.7489002808682803,0.13461538461538464
0.1488,0.46695708152224324,0.11538461538461539
0.192,0.9229377439615434,0.20673076923076925
0.059360000000000024,0.5674219667549336,0.06730769230769232
0.16799999999999998,0.738012244125726,0.06730769230769232
0.22399999999999998,0.4084254652154271,0.08173076923076923
0.24704000000000004,0.7370644401819975,0.03365384615384616
0.22399999999999998,0.7543016610337985,0.10096153846153846
0.248,0.7507232974300921,0.11057692307692309
0.8400000000000001,0.7548669299112338,0.05288461538461539
0.3008,0.5658804874390879,0.0
0.256,0.5721333130318522,0.04326923076923077
0.14400000000000002,0.7532251137855879,0.0625
0.27999999999999997,0.7430568392481216,0.10096153846153846
0.11199999999999999,0.7369378067413763,0.004807692307692308
0.1664,0.6267734945376116,0.16346153846153846
0.11680000000000001,0.45633939943943,0.0
0.09655999999999998,0.5710450492184169,0.21153846153846156
0.21439999999999998,0.7547066149188553,0.03365384615384616
0.2984,0.7392340162860493,0.05288461538461539
0.2656,0.7553714522033059,0.20192307692307693
0.24680000000000002,0.4785833576381242,0.057692307692307696
0.248,0.9221360260583189,0.09134615384615385
0.27424,0.7402060173383258,0.02403846153846154
0.18480000000000002,0.9873588061265572,0.019230769230769232
0.15704,0.5707141914955283,0.22596153846153846
0.47600000000000003,0.7478769124192175,0.20673076923076925
0.3048,0.4599480391108066,0.03365384615384616
0.2368,0.6190272179162892,0.02403846153846154
0.09839999999999999,0.7446538369770128,0.13461538461538464
0.3216799999999999,0.758294533814859,0.09615384615384616
0.0040000000000000036,0.7367880042262607,0.09615384615384616
0.27999999999999997,0.9250629156269354,0.09134615384615385
0.42384000000000005,0.010697843581359612,0.22596153846153846
0.272,0.6205320962466294,0.019230769230769232
0.02271999999999999,0.5704386006089412,0.21153846153846156
0.86528,0.4033990190679735,0.04326923076923077
0.22399999999999998,0.40984862684553724,0.05288461538461539
0.022400000000000003,0.2902389424445586,0.028846153846153848
0.44864,0.4792957772329107,0.05288461538461539
0.184,0.29949273552142963,0.009615384615384616
0.33224000000000004,0.2958288861902836,0.028846153846153848
0.29384,0.6226190476871152,0.028846153846153848
0.192,0.7408923644342986,0.09615384615384616
0.56,0.5268380639957491,0.05288461538461539
0.36079999999999995,0.7457738680718979,0.004807692307692308
0.13439999999999996,0.4077530691933815,0.05288461538461539
0.27568,0.2843626814947522,0.03365384615384616
0.23360000000000003,0.007520886730258747,0.0625
0.21264,0.6328389068921909,0.028846153846153848
0.05680000000000002,0.6339480973165166,0.04326923076923077
0.256,0.5157525600111905,0.07692307692307693
0.14479999999999998,0.6254420051855683,0.46634615384615385
0.49944000000000005,0.009790680716922795,0.3653846153846154
0.42824,0.46455223656584477,0.0
0.44791999999999993,0.28344785697496233,0.009615384615384616
0.36800000000000005,0.7675633811893781,0.04326923076923077
0.248,0.29265442223599925,0.20192307692307693
0.28984,0.57131683214794,0.09134615384615385
0.2808,0.6258838276921155,0.13942307692307693
0.47279999999999994,0.7472421614261611,0.11538461538461539
0.07679999999999998,0.46621836072251255,0.2451923076923077
0.44264,0.7425994269882266,0.057692307692307696
0.24736000000000002,0.7666629071190674,0.04326923076923077
0.29128,0.29499369714494117,0.15865384615384617
0.04319999999999999,0.6267952216199564,0.6442307692307693
0.14800000000000002,0.7401751420107832,0.057692307692307696
0.252,0.5679917537717787,0.0625
0.45760000000000006,0.5698748399986211,0.10576923076923078
0.05760000000000004,0.6210032388790359,0.019230769230769232
